-2.73208 0.263274 -0.124356 -0.199199 -0.627266 -1.43186 -1.50575 -0.119468 0.703849 0.620649 -0.180351 1.84146 -0.0623097 0.287388 0.0722291 0.445937 0.427036 0.0706076 1.44786 0.360386 -0.0263668 1.22714 0.596534 -0.884293 0.0215945 
-2.70932 0.172949 0.392798 0.739908 -1.16146 -0.396007 0.795922 -0.137196 -0.245578 1.2762 -0.330311 -0.772217 -0.0623097 0.287388 0.0722291 0.445937 0.427036 0.0706076 1.44786 0.360386 -0.0263668 1.22714 0.596534 -0.884293 0.0278127 
-2.78293 0.352366 0.0451617 0.102287 -0.0687186 -0.754583 -0.377015 0.0167022 1.03655 2.04262 0.867284 1.49081 -0.0623097 0.287388 0.0722291 0.445937 0.427036 0.0706076 1.44786 0.360386 -0.0263668 1.22714 0.596534 -0.884293 0.233255 
-2.76172 0.531918 -0.063308 0.309008 -0.227989 -1.34187 0.0558306 0.241172 0.677667 2.05486 0.504121 0.798524 -0.0623097 0.287388 0.0722291 0.445937 0.427036 0.0706076 1.44786 0.360386 -0.0263668 1.22714 0.596534 -0.884293 -0.0657875 
-2.73562 -0.199675 -0.467034 -0.701247 -0.568065 0.86231 0.661264 -0.111445 -0.430494 -0.126982 -1.74287 -0.55884 -0.0540483 -0.429437 -1.15189 -1.31503 0.637506 1.06525 -0.130985 0.0245966 -0.167063 -1.1997 -1.22626 0.178692 -0.187436 
-2.69908 0.831218 0.274096 -0.188182 -0.205417 -0.193346 1.14165 0.422059 0.271211 0.0774739 0.135431 0.713791 0.218903 0.522365 0.2954 -0.275551 -0.154102 0.471803 1.40791 0.405224 -0.681534 -1.68036 -0.634571 -0.659295 -0.467774 
-2.8382 0.101662 -0.819108 -0.391245 0.0241767 0.0698137 0.876492 -0.299276 -0.26784 0.499425 0.958394 0.388219 -0.178406 -0.49386 -1.0136 -0.645731 0.267528 1.19582 0.758217 -0.543124 -0.841227 -1.32993 0.396439 -0.349016 0.0674863 
-2.874 -0.717384 -1.0418 0.323374 0.807821 -0.402687 1.05871 0.011646 0.64448 0.241379 -0.290274 -0.146953 -0.331767 -0.591618 -0.772946 0.912442 1.48593 -1.08293 0.364292 0.122199 0.949662 0.315508 1.26421 0.346655 0.322001 
-2.87762 0.0115155 -0.565223 0.0490155 0.89925 -0.739119 0.541557 0.225566 0.772368 0.920261 0.923647 0.794535 -0.431273 -0.929194 -1.12462 0.20112 1.19186 -0.470633 -0.564203 -0.198244 0.441049 0.721289 0.68671 0.0664695 0.24053 
-2.89009 0.0655427 -0.534591 0.493647 -0.0147429 -0.448623 0.653026 -1.07915 -0.0507843 -0.100174 1.64202 0.450004 -0.117434 -0.0532837 0.369284 0.786218 -0.0480839 -0.44736 -0.213645 -0.783192 0.189231 -0.512395 0.5958 0.050427 0.0406011 
-2.85131 -0.323622 -0.502049 -0.118917 0.107486 -0.189306 0.232735 0.619942 -0.0841547 0.487405 0.243132 -0.334149 0.0673539 0.427249 0.708559 -0.4127 -0.76523 0.175661 -0.774453 0.608709 -0.648998 0.210874 0.465223 -0.16024 -0.271361 
-2.93877 -0.743254 -0.781306 -0.490336 1.17786 0.423264 -0.726009 -0.20166 -0.288324 -0.282071 -0.358474 -1.01894 -0.140395 -0.85661 -0.296158 -0.50038 0.296196 0.98358 -1.18548 -0.429599 -0.943323 -1.02792 -1.11288 -1.53626 0.337673 
-2.93178 -0.168453 -0.479362 -0.941884 0.915303 0.920503 -0.80694 0.540058 1.43437 -0.838616 0.675857 1.49997 -0.0921817 -0.274475 0.0644946 -1.30995 1.00253 1.15959 -1.36457 1.62234 1.31323 -0.631149 -0.838242 0.886549 0.197072 
-2.98569 -0.776139 -0.0481268 1.58688 0.548062 -1.78503 -1.10947 0.428875 1.10758 -0.595424 1.1606 1.03262 -0.321868 -0.518745 0.594473 1.52778 0.471813 -1.36449 -1.25496 -0.192805 1.05315 -0.925706 0.799056 1.15459 0.431481 
-2.83045 -0.0604617 0.417799 1.3192 1.2054 0.32414 -1.8345 0.0264892 1.32766 0.310361 0.253485 1.71459 0.279548 0.750335 1.58504 1.6215 0.0239807 -0.0903849 -1.03742 0.22754 1.4292 0.507158 0.533504 2.31103 -0.567666 
